PMID,Title,Author,Abstract
32673380,Challenges and opportunities for public health made possible by advances in natural language processing,Oliver Baclic,"Natural language processing (NLP) is a subfield of artificial intelligence devoted to understanding and generation of language. The recent advances in NLP technologies are enabling rapid analysis of vast amounts of text, thereby creating opportunities for health research and evidence-informed decision making. The analysis and data extraction from scientific literature, technical reports, health records, social media, surveys, registries and other documents can support core public health functions including the enhancement of existing surveillance systems (e.g. through faster identification of diseases and risk factors/at-risk populations), disease prevention strategies (e.g. through more efficient evaluation of the safety and effectiveness of interventions) and health promotion efforts (e.g. by providing the ability to obtain expert-level answers to any health related question). NLP is emerging as an important tool that can assist public health authorities in decreasing the burden of health inequality/inequity in the population. The purpose of this paper is to provide some notable examples of both the potential applications and challenges of NLP use in public health."
32673247,Diagnosing Parkinson Disease Through Facial Expression Recognition: Video Analysis,Bo Jin,"Background: The number of patients with neurological diseases is currently increasing annually, which presents tremendous challenges for both patients and doctors. With the advent of advanced information technology, digital medical care is gradually changing the medical ecology. Numerous people are exploring new ways to receive a consultation, track their diseases, and receive rehabilitation training in more convenient and efficient ways. In this paper, we explore the use of facial expression recognition via artificial intelligence to diagnose a typical neurological system disease, Parkinson disease (PD). Objective: This study proposes methods to diagnose PD through facial expression recognition. Methods: We collected videos of facial expressions of people with PD and matched controls. We used relative coordinates and positional jitter to extract facial expression features (facial expression amplitude and shaking of small facial muscle groups) from the key points returned by Face++. Algorithms from traditional machine learning and advanced deep learning were utilized to diagnose PD. Results: The experimental results showed our models can achieve outstanding facial expression recognition ability for PD diagnosis. Applying a long short-term model neural network to the positions of the key features, precision and F1 values of 86% and 75%, respectively, can be reached. Further, utilizing a support vector machine algorithm for the facial expression amplitude features and shaking of the small facial muscle groups, an F1 value of 99% can be achieved. Conclusions: This study contributes to the digital diagnosis of PD based on facial expression recognition. The disease diagnosis model was validated through our experiment. The results can help doctors understand the real-time dynamics of the disease and even conduct remote diagnosis."
32673246,A Physical Activity and Diet Program Delivered by Artificially Intelligent Virtual Health Coach: Proof-of-Concept Study,Carol Ann Maher,"Background: Poor diet and physical inactivity are leading modifiable causes of death and disease. Advances in artificial intelligence technology present tantalizing opportunities for creating virtual health coaches capable of providing personalized support at scale. Objective: This proof of concept study aimed to test the feasibility (recruitment and retention) and preliminary efficacy of physical activity and Mediterranean-style dietary intervention (MedLiPal) delivered via artificially intelligent virtual health coach. Methods: This 12-week single-arm pre-post study took place in Adelaide, Australia, from March to August 2019. Participants were inactive community-dwelling adults aged 45 to 75 years, recruited through news stories, social media posts, and flyers. The program included access to an artificially intelligent chatbot, Paola, who guided participants through a computer-based individualized introductory session, weekly check-ins, and goal setting, and was available 24/7 to answer questions. Participants used a Garmin Vivofit4 tracker to monitor daily steps, a website with educational materials and recipes, and a printed diet and activity log sheet. Primary outcomes included feasibility (based on recruitment and retention) and preliminary efficacy for changing physical activity and diet. Secondary outcomes were body composition (based on height, weight, and waist circumference) and blood pressure. Results: Over 4 weeks, 99 potential participants registered expressions of interest, with 81 of those screened meeting eligibility criteria. Participants completed a mean of 109.8 (95% CI 1.9-217.7) more minutes of physical activity at week 12 compared with baseline. Mediterranean diet scores increased from a mean of 3.8 out of 14 at baseline, to 9.6 at 12 weeks (mean improvement 5.7 points, 95% CI 4.2-7.3). After 12 weeks, participants lost an average 1.3 kg (95% CI -0.1 to -2.5 kg) and 2.1 cm from their waist circumference (95% CI -3.5 to -0.7 cm). There were no significant changes in blood pressure. Feasibility was excellent in terms of recruitment, retention (90% at 12 weeks), and safety (no adverse events). Conclusions: An artificially intelligent virtual assistant-led lifestyle-modification intervention was feasible and achieved measurable improvements in physical activity, diet, and body composition at 12 weeks. Future research examining artificially intelligent interventions at scale, and for other health purposes, is warranted."
32673243,"A One-Step, Streamlined Children's Vision Screening Solution Based on Smartphone Imaging for Resource-Limited Areas: Design and Preliminary Field Evaluation",Shuoxin Ma,"Background: Young children's vision screening, as part of a preventative health care service, produces great value for developing regions. Besides yielding a high return on investment from forestalling surgeries using a low-cost intervention at a young age, it improves school performance and thus boosts future labor force quality. Leveraging low-skilled health care workers with smartphones and automated diagnosis to offer such programs can be a scalable model in resource-limited areas. Objective: This study aimed to develop and evaluate an effective, efficient, and comprehensive vision screening solution for school children in resource-limited areas. First, such an exam would need to cover the major risk factors of amblyopia and myopia, 2 major sources of vision impairment effectively preventable at a young age. Second, the solution must be integrated with digital patient record-keeping for long-term monitoring and popular statistical analysis. Last, it should utilize low-skilled technicians and only low-cost tools that are available in a typical school in developing regions, without compromising quality or efficiency. Methods: A workflow for the screening program was designed and a smartphone app was developed to implement it. In the standardized screening procedure, a young child went through the smartphone-based photoscreening in a dark room. The child held a smartphone in front of their forehead, displaying pre-entered personal information as a quick response code that duplexed as a reference of scale. In one 10-second procedure, the child's personal information and interpupillary distance, relative visual axis alignment, and refractive error ranges were measured and analyzed automatically using image processing and artificial intelligence algorithms. The child's risk for strabismus, myopia, and anisometropia was then derived and consultation given. Results: A preliminary evaluation of the solution was conducted alongside yearly physical exams in Luoyang, Henan, People's Republic of China. It covered 20 students with suspected strabismus and 80 randomly selected students, aged evenly between 8 and 10. Each examinee took about 1 minute, and a streamlined workflow allowed 3 exams to run in parallel. The 1-shot and 2-shot measurement success rates were 87% and 100%, respectively. The sensitivity and specificity of strabismus detection were 0.80 and 0.98, respectively. The sensitivity and specificity of myopia detection were 0.83 and 1.00, respectively. The sensitivity and specificity of anisometropia detection were 0.80 and 1.00, respectively. Conclusions: The proposed vision screening program is effective, efficient, and scalable. Compared with previously published studies on utilizing a smartphone for an automated Hirschberg test and photorefraction screening, this comprehensive solution is optimized for practicality and robustness, and is thus better ready-to-deploy. Our evaluation validated the achievement of the program's design specifications."
32673231,Public Perception of Artificial Intelligence in Medical Care: Content Analysis of Social Media,Shuqing Gao,"Background: High-quality medical resources are in high demand worldwide, and the application of artificial intelligence (AI) in medical care may help alleviate the crisis related to this shortage. The development of the medical AI industry depends to a certain extent on whether industry experts have a comprehensive understanding of the public's views on medical AI. Currently, the opinions of the general public on this matter remain unclear. Objective: The purpose of this study is to explore the public perception of AI in medical care through a content analysis of social media data, including specific topics that the public is concerned about; public attitudes toward AI in medical care and the reasons for them; and public opinion on whether AI can replace human doctors. Methods: Through an application programming interface, we collected a data set from the Sina Weibo platform comprising more than 16 million users throughout China by crawling all public posts from January to December 2017. Based on this data set, we identified 2315 posts related to AI in medical care and classified them through content analysis. Results: Among the 2315 identified posts, we found three types of AI topics discussed on the platform: (1) technology and application (n=987, 42.63%), (2) industry development (n=706, 30.50%), and (3) impact on society (n=622, 26.87%). Out of 956 posts where public attitudes were expressed, 59.4% (n=568), 34.4% (n=329), and 6.2% (n=59) of the posts expressed positive, neutral, and negative attitudes, respectively. The immaturity of AI technology (27/59, 46%) and a distrust of related companies (n=15, 25%) were the two main reasons for the negative attitudes. Across 200 posts that mentioned public attitudes toward replacing human doctors with AI, 47.5% (n=95) and 32.5% (n=65) of the posts expressed that AI would completely or partially replace human doctors, respectively. In comparison, 20.0% (n=40) of the posts expressed that AI would not replace human doctors. Conclusions: Our findings indicate that people are most concerned about AI technology and applications. Generally, the majority of people held positive attitudes and believed that AI doctors would completely or partially replace human ones. Compared with previous studies on medical doctors, the general public has a more positive attitude toward medical AI. Lack of trust in AI and the absence of the humanistic care factor are essential reasons why some people still have a negative attitude toward medical AI. We suggest that practitioners may need to pay more attention to promoting the credibility of technology companies and meeting patients' emotional needs instead of focusing merely on technical issues."
32673000,Influence of blast exposure on cognitive functioning in combat veterans,Sarah L Martindale,"Objective: We evaluated the contribution of blast-pressure severity to cognitive functioning beyond posttraumatic stress disorder (PTSD) severity and traumatic brain injury (TBI). Method: Post-9/11 veterans (N = 254, 86.22% male) completed the Wechsler Adult Intelligence Scale (WAIS-IV) and Trail Making Test (TMT). The Clinician-Administered PTSD Scale (CAPS-5), Mid-Atlantic MIRECC Assessment of TBI, and the Salisbury Blast Interview evaluated PTSD diagnosis/severity, deployment TBI history/severity, and blast-exposure history/severity, respectively. Results: Veterans with mild deployment TBI had overall significantly lower T scores on the WAIS-IV Verbal Comprehension Index (d = .13), Working Memory Index (d = .30), and Processing Speed Index (d = .25); the Trail Making Test A (TMT-A; d = .50); and the Trail Making Test B (TMT-B; d = .37). Mild deployment TBI was significantly associated with TMT-A (ΔR² = .05, p < .001) and TMT-B (ΔR² = .03, p = .001) performance. Blast-pressure severity moderated the association between mild deployment TBI and TMT-A (ΔR² = .02, p = .039, B = -2.01). Conclusion: Blast-pressure severity exacerbated the effects of mild TBI on a simple attention task, such that participants with TBI had gradual decrements in attention as blast severity increased. Veterans who incur a TBI and are exposed to blasts during deployment may experience persisting difficulties with cognitive functioning as a result of alterations in basic attention abilities. (PsycInfo Database Record (c) 2022 APA, all rights reserved)."
32672961,Transfer Learning for Drug Discovery,Chenjing Cai,"The data sets available to train models for in silico drug discovery efforts are often small. Indeed, the sparse availability of labeled data is a major barrier to artificial-intelligence-assisted drug discovery. One solution to this problem is to develop algorithms that can cope with relatively heterogeneous and scarce data. Transfer learning is a type of machine learning that can leverage existing, generalizable knowledge from other related tasks to enable learning of a separate task with a small set of data. Deep transfer learning is the most commonly used type of transfer learning in the field of drug discovery. This Perspective provides an overview of transfer learning and related applications to drug discovery to date. Furthermore, it provides outlooks on the future development of transfer learning for drug discovery."
32672766,Design optimization of orbital angular momentum fibers using the gray wolf optimizer,Seyed Mohammad Mirjalili,"Optical data communication based on the orbital angular momentum (OAM) of light is a recently proposed method to enhance the transmission capacity of optical fibers. This requires a new type of optical fiber, the main part of the optical communication system, to be designed. Typically, these fibers have a ring-shaped refractive index profile. We aim to find an optimized cross section refractive index profile for an OAM fiber in which the number of supported OAM modes (channels), mode purity, and the effective refractive index separation of OAM modes to other fibers modes are maximized. However, the complexity of the relationship between structural parameters and optical transmission properties of these fibers has resulted in the lack of a comprehensive analytical method to design them. In this paper, we investigate the process of designing OAM fibers and propose a framework to design such fibers by using artificial intelligence optimizers. It is worth mentioning here that this problem is intrinsically a multiobjective optimization problem, and the actual solution for such problems is not unique and leads to a set of optimum solutions. Therefore, at the end of the optimization process, a wide range of optimal designs will be obtained in which a trade-off is established in each of the solutions. We solve this problem with the multiobjective gray wolf optimizer (GWO) and compare the results with that of the single-objective GWO. The framework can easily find many optimal designs that support more than 20 OAM modes. The obtained results show that the proposed method is comprehensive and can optimize the structure of any OAM fibers. No human involvement, simplicity, and being straightforward are the main advantages of the proposed framework."
32672365,Dietary interventions for phenylketonuria,Elisabeth Jameson,"Background: Phenylketonuria is an inherited disease treated with dietary restriction of the amino acid phenylalanine. The diet is initiated in the neonatal period to prevent learning disability; however, it is restrictive and can be difficult to follow. Whether the diet can be relaxed or discontinued during adolescence or should be continued for life remains a controversial issue, which we aim to address in this review. This is an updated version of a previously published review. Objectives: To assess the effects of a low-phenylalanine diet commenced early in life for people with phenylketonuria. To assess the possible effects of relaxation or termination of the diet on intelligence, neuropsychological outcomes and mortality, growth, nutritional status, eating behaviour and quality of life. Search methods: We searched the Cochrane Cystic Fibrosis and Genetic Disorders Group Trials Register comprising references identified from comprehensive electronic database searches, handsearches of relevant journals and abstract books of conference proceedings. Most recent search of the Inborn Errors of Metabolism Trials Register: 30 April 2020. Selection criteria: All randomised or quasi-randomised controlled trials comparing a low-phenylalanine diet to relaxation or termination of dietary restrictions in people with phenylketonuria. Data collection and analysis: Two authors independently assessed study eligibility and methodological quality, and subsequently extracted the data. Main results: We included four studies in this review (251 participants), and found few significant differences between treatment and comparison groups for the outcomes of interest. Blood phenylalanine levels were significantly lower in participants with phenylketonuria following a low-phenylalanine diet compared to those on a less restricted diet, mean difference (MD) at three months -698.67 (95% confidence interval (CI) -869.44 to -527.89). Intelligence quotient was significantly higher in participants who continued the diet than in those who stopped the diet, MD after 12 months 5.00 (95% CI 0.40 to 9.60). However, these results came from a single study. Authors' conclusions: The results of non-randomised studies have concluded that a low-phenylalanine diet is effective in reducing blood phenylalanine levels and improving intelligence quotient and neuropsychological outcomes. We were unable to find any randomised controlled studies that have assessed the effect of a low-phenylalanine diet versus no diet from diagnosis. In view of evidence from non-randomised studies, such a study would be unethical and it is recommended that low-phenylalanine diet should be commenced at the time of diagnosis. There is uncertainty about the precise level of phenylalanine restriction and when, if ever, the diet should be relaxed. This should be addressed by randomised controlled studies; however, no new studies are expected in this area so we do not plan to update this review."
32672216,One-dimensional sensor learns to sense three-dimensional space,Chen Zhu,"A sensor system with ultra-high sensitivity, high resolution, rapid response time, and a high signal-to-noise ratio can produce raw data that is exceedingly rich in information, including signals that have the appearances of ""noise"". The ""noise"" feature directly correlates to measurands in orthogonal dimensions, and are simply manifestations of the off-diagonal elements of 2nd-order tensors that describe the spatial anisotropy of matter in physical structures and spaces. The use of machine learning techniques to extract useful meanings from the rich information afforded by ultra-sensitive one-dimensional sensors may offer the potential for probing mundane events for novel embedded phenomena. Inspired by our very recent invention of ultra-sensitive optical-based inclinometers, this work aims to answer a transformative question for the first time: can a single-dimension point sensor with ultra-high sensitivity, fidelity, and signal-to-noise ratio identify an arbitrary mechanical impact event in three-dimensional space? This work is expected to inspire researchers in the fields of sensing and measurement to promote the development of a new generation of powerful sensors or sensor networks with expanded functionalities and enhanced intelligence, which may provide rich n-dimensional information, and subsequently, data-driven insights into significant problems."
32672144,Hidden talents in harsh environments,Bruce J Ellis,"Although early-life adversity can undermine healthy development, children growing up in harsh environments may develop intact, or even enhanced, skills for solving problems in high-adversity contexts (i.e., ""hidden talents""). Here we situate the hidden talents model within a larger interdisciplinary framework. Summarizing theory and research on hidden talents, we propose that stress-adapted skills represent a form of adaptive intelligence that enables individuals to function within the constraints of harsh, unpredictable environments. We discuss the alignment of the hidden talents model with current knowledge about human brain development following early adversity; examine potential applications of this perspective to multiple sectors concerned with youth from harsh environments, including education, social services, and juvenile justice; and compare the hidden talents model with contemporary developmental resilience models. We conclude that the hidden talents approach offers exciting new directions for research on developmental adaptations to childhood adversity, with translational implications for leveraging stress-adapted skills to more effectively tailor education, jobs, and interventions to fit the needs and potentials of individuals from a diverse range of life circumstances. This approach affords a well-rounded view of people who live with adversity that avoids stigma and communicates a novel, distinctive, and strength-based message."
32671078,Artificial Intelligence in Skin Cancer Diagnostics: The Patients' Perspective,Tanja B Jutzi,"Background: Artificial intelligence (AI) has shown promise in numerous experimental studies, particularly in skin cancer diagnostics. Translation of these findings into the clinic is the logical next step. This translation can only be successful if patients' concerns and questions are addressed suitably. We therefore conducted a survey to evaluate the patients' view of artificial intelligence in melanoma diagnostics in Germany, with a particular focus on patients with a history of melanoma. Participants and Methods: A web-based questionnaire was designed using LimeSurvey, sent by e-mail to university hospitals and melanoma support groups and advertised on social media. The anonymous questionnaire evaluated patients' expectations and concerns toward artificial intelligence in general as well as their attitudes toward different application scenarios. Descriptive analysis was performed with expression of categorical variables as percentages and 95% confidence intervals. Statistical tests were performed to investigate associations between sociodemographic data and selected items of the questionnaire. Results: 298 individuals (154 with a melanoma diagnosis, 143 without) responded to the questionnaire. About 94% [95% CI = 0.91-0.97] of respondents supported the use of artificial intelligence in medical approaches. 88% [95% CI = 0.85-0.92] would even make their own health data anonymously available for the further development of AI-based applications in medicine. Only 41% [95% CI = 0.35-0.46] of respondents were amenable to the use of artificial intelligence as stand-alone system, 94% [95% CI = 0.92-0.97] to its use as assistance system for physicians. In sub-group analyses, only minor differences were detectable. Respondents with a previous history of melanoma were more amenable to the use of AI applications for early detection even at home. They would prefer an application scenario where physician and AI classify the lesions independently. With respect to AI-based applications in medicine, patients were concerned about insufficient data protection, impersonality and susceptibility to errors, but expected faster, more precise and unbiased diagnostics, less diagnostic errors and support for physicians. Conclusions: The vast majority of participants exhibited a positive attitude toward the use of artificial intelligence in melanoma diagnostics, especially as an assistance system."
32671076,From Patient-Controlled Analgesia to Artificial Intelligence-Assisted Patient-Controlled Analgesia: Practices and Perspectives,Rui Wang,"Pain relief is a major concern for patients who have undergone surgery, and it is an eternal pursuit for anesthesiologists. However, postoperative pain management is far from satisfactory, though the past decades have witnessed great progress in the development of novel analgesics and analgesic techniques. A Cochrane systematic review showed that patient-controlled analgesia (PCA) achieved better pain relief and greater patient satisfaction than traditional ""on-demand"" parenteral analgesia, suggesting that it might be the manner of analgesia implementation that matters for effective postoperative pain management. A wireless intelligent PCA (Wi-PCA) system that incorporated remote monitoring, an intelligent alarm, intelligent analysis and assessment of the PCA equipment, as well as automatically recording and reserving key information functions under a wireless environment was introduced in our department in 2018. The practice showed that the Wi-PCA system significantly reduced the incidence of moderate to severe postoperative pain and relevant adverse effects, shortened hospital stays, and improved patient satisfaction with postoperative pain relief. Nevertheless, for both traditional and Wi-PCA, analgesics are only administered when pain occurs, leaving behind a realm of possibilities for better postoperative pain management. With the rapid development of machinery and deep learning algorithms, artificial intelligence (AI) is changing the mode of clinical decision making. Integrating the big data collected by state-of-the-art monitoring sensors, the Internet of Things and AI algorithms, an AI-assisted PCA (Ai-PCA) may be a promising future direction for postoperative pain management."
32670710,The Future of Concurrent Automated Coronary Artery Calcium Scoring on Screening Low-Dose Computed Tomography,Jeffrey Waltz,"Low-dose computed tomography (LDCT) has been extensively validated for lung cancer screening in selected patient populations. Additionally, the use of gated cardiac CT to assess coronary artery calcium (CAC) burden has been validated to determine a patient's risk for major cardiovascular adverse events. This is typically performed by calculating an Agatston score based on density and overall burden of calcified plaque within the coronary arteries. Patients that qualify for LDCT for lung cancer screening commonly share major risk factors for coronary artery disease and would frequently benefit from an additional gated cardiac CT for the assessment of CAC. Given the widespread use of LDCT for lung cancer screening, we evaluated current literature regarding the use of non-gated chest CT, specifically LDCT, for the detection and grading of coronary artery calcifications. Additionally, given the evolving and increasing use of artificial intelligence (AI) in the interpretation of radiologic studies, current literature for the use of AI in CAC assessment was reviewed. We reviewed primary scientific literature dating up to April 2020 using Pubmed and Google Scholar, with the search terms low dose CT, lung cancer screening, coronary artery calcium, EKG/cardiac gated CT, deep learning, machine learning, and AI. These publications were then independently evaluated by each member of our team. Overall, there was a consensus within these papers that LDCT for lung cancer screening plays a role in the evaluation of CAC. Most studies note the inherent problems with the evaluation of the density of coronary calcifications on LDCT to give an accurate numeric calcium or Agatston score. The current method of evaluating CAC on LDCT involves using a qualitative categorical system (none, mild, moderate, or severe). When performed by cardiac imaging experts, this method broadly correlates with traditional CAC score groups (0, 1 to 100, 101 to 400, and > 400). Furthermore, given the high sensitivity of a properly protocolled LDCT for coronary calcium, a negative study for CAC precludes the need for a dedicated gated CT assessment. However, qualitative methods are not as accurate or reproducible when performed by general radiologists. The implementation of AI in the LDCT screening process has the potential to give a quantifiable and reproducible numeric value to the calcium score, based on whole heart volume scoring of calcium. This more closely aligns with the Agatston score and serves as a better guide for treatment and risk assessment using current guidelines. We conclude that CAC should be assessed on all LDCT performed for lung cancer screening and that a qualitative categorical scoring system should be provided in the impression for each patient. Early studies involving AI for the assessment of CAC are promising, but more extensive studies are needed before a final recommendation for its use can be given. The implementation of an accurate, automated AI CAC assessment tool would improve radiologist compliance and ease of overall workflow. Ultimately, the potential end result would be improved turnaround time, better patient outcomes, and reduced healthcare costs by maximizing preventative care in this high-risk population."
32670474,Artificial Intelligence in Cardiovascular Imaging,Lisa J Lim,"The number of cardiovascular imaging studies is growing exponentially, and so is the need to improve clinical workflow efficiency and avoid missed diagnoses. With the availability and use of large datasets, artificial intelligence (AI) has the potential to improve patient care at every stage of the imaging chain. Current literature indicates that in the short-term, AI has the capacity to reduce human error and save time in the clinical workflow through automated segmentation of cardiac structures. In the future, AI may expand the informational value of diagnostic images based on images alone or a combination of images and clinical variables, thus facilitating disease detection, prognosis, and decision making. This review describes the role of AI, specifically machine learning, in multimodality imaging, including echocardiography, nuclear imaging, computed tomography, and cardiac magnetic resonance, and highlights current uses of AI as well as potential challenges to its widespread implementation."
32670174,A Digital Patient Portal for Patients With Multiple Sclerosis,Isabel Voigt,"Background: Multiple Sclerosis is a chronic inflammatory disease of the central nervous system that requires a complex, differential, and lifelong treatment strategy, which involves high monitoring efforts and the accumulation of numerous medical data. A fast and broad availability of care, as well as patient-relevant data and a stronger integration of patients and participating care providers into the complex treatment process is desirable. The aim of the ERDF-funded project ""Integrated Care Portal Multiple Sclerosis"" (IBMS) was to develop a pathway-based care model and a corresponding patient portal for MS patients and health care professionals (HCPs) as a digital tool to deliver the care model. Methods: The patient portal was created according to a patient-centered design approach which involves both the patients' and the professionals' view. Buurmann's five iterative phases were integrated into a design science research process. A problem analysis focusing on functions and user interfaces was conducted through surveys and workshops with MS patients and HCPs. Based on this, the patient portal was refined and a prototype of the portal was implemented using an agile software development strategy. Results: HCPs and patients already use digital hardware and are open to new technologies. Nevertheless, they desire improved (digital) communication and coordination between care providers. Both groups require a number of functions for the patient portal, which were implemented in the prototype. Usability tests with patients and HCPs are planned to consider whether the portal is deemed as usable, acceptable as well as functional to prepare for any needed ameliorations. Discussion: After testing the patient portal for usability, acceptability, and functionality, it will most likely be a useful and high-quality electronic health (eHealth) tool for patient management from day care to telerehabilitation. It implements clinical pathways in a manner which is comprehensible for patients. Future developments of the patient portal modules could include additional diseases, the integration of quality management and privacy management tools, and the use of artificial intelligence to personalize treatment strategies."
32670045,"A Path Toward Explainable AI and Autonomous Adaptive Intelligence: Deep Learning, Adaptive Resonance, and Models of Perception, Emotion, and Action",Stephen Grossberg,"Biological neural network models whereby brains make minds help to understand autonomous adaptive intelligence. This article summarizes why the dynamics and emergent properties of such models for perception, cognition, emotion, and action are explainable, and thus amenable to being confidently implemented in large-scale applications. Key to their explainability is how these models combine fast activations, or short-term memory (STM) traces, and learned weights, or long-term memory (LTM) traces. Visual and auditory perceptual models have explainable conscious STM representations of visual surfaces and auditory streams in surface-shroud resonances and stream-shroud resonances, respectively. Deep Learning is often used to classify data. However, Deep Learning can experience catastrophic forgetting: At any stage of learning, an unpredictable part of its memory can collapse. Even if it makes some accurate classifications, they are not explainable and thus cannot be used with confidence. Deep Learning shares these problems with the back propagation algorithm, whose computational problems due to non-local weight transport during mismatch learning were described in the 1980s. Deep Learning became popular after very fast computers and huge online databases became available that enabled new applications despite these problems. Adaptive Resonance Theory, or ART, algorithms overcome the computational problems of back propagation and Deep Learning. ART is a self-organizing production system that incrementally learns, using arbitrary combinations of unsupervised and supervised learning and only locally computable quantities, to rapidly classify large non-stationary databases without experiencing catastrophic forgetting. ART classifications and predictions are explainable using the attended critical feature patterns in STM on which they build. The LTM adaptive weights of the fuzzy ARTMAP algorithm induce fuzzy IF-THEN rules that explain what feature combinations predict successful outcomes. ART has been successfully used in multiple large-scale real world applications, including remote sensing, medical database prediction, and social media data clustering. Also explainable are the MOTIVATOR model of reinforcement learning and cognitive-emotional interactions, and the VITE, DIRECT, DIVA, and SOVEREIGN models for reaching, speech production, spatial navigation, and autonomous adaptive intelligence. These biological models exemplify complementary computing, and use local laws for match learning and mismatch learning that avoid the problems of Deep Learning."
32670043,Using Long Short-Term Memory for Building Outdoor Agricultural Machinery,Chien-Hung Wu,"Today, climate change has caused a decrease in agricultural output or overall yields that are not as expected; however, with the ongoing population explosion, many undeveloped countries have transformed into emerging countries and have transformed farmland to be used in other types of applications. The resulting decline in agricultural output further increases the severity of the food crisis. In this context, this study proposes an outdoor agricultural robot that uses Long Short-Term Memory (LSTM). The key features of this innovation include: (1) the robot is portable, and it uses green power to reduce installation cost, (2) the system combines the current environment with weather forecasts through LSTM to predict the correct timing for watering, (3) detecting the environment and utilizing information from weather forecasts can help the system to ensure that growing conditions are suitable for the crops, and (4) the robot is mainly for outdoor applications because such farms lack sufficient electricity and water resources, which makes the robot critical for environmental control and resource allocation. The experimental results indicate that the robot developed in this study can detect the environment effectively to control electricity and water resources. Additionally, because the system is planned to increase agricultural output significantly, the study predicts the variables through multivariate LSTM, which controls the power supply from the solar power system."
32670012,Supervised Learning in All FeFET-Based Spiking Neural Network: Opportunities and Challenges,Sourav Dutta,"The two possible pathways toward artificial intelligence (AI)-(i) neuroscience-oriented neuromorphic computing [like spiking neural network (SNN)] and (ii) computer science driven machine learning (like deep learning) differ widely in their fundamental formalism and coding schemes (Pei et al., 2019). Deviating from traditional deep learning approach of relying on neuronal models with static nonlinearities, SNNs attempt to capture brain-like features like computation using spikes. This holds the promise of improving the energy efficiency of the computing platforms. In order to achieve a much higher areal and energy efficiency compared to today's hardware implementation of SNN, we need to go beyond the traditional route of relying on CMOS-based digital or mixed-signal neuronal circuits and segregation of computation and memory under the von Neumann architecture. Recently, ferroelectric field-effect transistors (FeFETs) are being explored as a promising alternative for building neuromorphic hardware by utilizing their non-volatile nature and rich polarization switching dynamics. In this work, we propose an all FeFET-based SNN hardware that allows low-power spike-based information processing and co-localized memory and computing (a.k.a. in-memory computing). We experimentally demonstrate the essential neuronal and synaptic dynamics in a 28 nm high-K metal gate FeFET technology. Furthermore, drawing inspiration from the traditional machine learning approach of optimizing a cost function to adjust the synaptic weights, we implement a surrogate gradient (SG) learning algorithm on our SNN platform that allows us to perform supervised learning on MNIST dataset. As such, we provide a pathway toward building energy-efficient neuromorphic hardware that can support traditional machine learning algorithms. Finally, we undertake synergistic device-algorithm co-design by accounting for the impacts of device-level variation (stochasticity) and limited bit precision of on-chip synaptic weights (available analog states) on the classification accuracy."
32670002,Exploring the Connection Between Binary and Spiking Neural Networks,Sen Lu,"On-chip edge intelligence has necessitated the exploration of algorithmic techniques to reduce the compute requirements of current machine learning frameworks. This work aims to bridge the recent algorithmic progress in training Binary Neural Networks and Spiking Neural Networks-both of which are driven by the same motivation and yet synergies between the two have not been fully explored. We show that training Spiking Neural Networks in the extreme quantization regime results in near full precision accuracies on large-scale datasets like CIFAR-100 and ImageNet. An important implication of this work is that Binary Spiking Neural Networks can be enabled by ""In-Memory"" hardware accelerators catered for Binary Neural Networks without suffering any accuracy degradation due to binarization. We utilize standard training techniques for non-spiking networks to generate our spiking networks by conversion process and also perform an extensive empirical analysis and explore simple design-time and run-time optimization techniques for reducing inference latency of spiking networks (both for binary and full-precision models) by an order of magnitude over prior work. Our implementation source code and trained models are available at https://github.com/NeuroCompLab-psu/SNN-Conversion."
32669685,Applications of machine learning to diagnosis and treatment of neurodegenerative diseases,Monika A Myszczynska,"Globally, there is a huge unmet need for effective treatments for neurodegenerative diseases. The complexity of the molecular mechanisms underlying neuronal degeneration and the heterogeneity of the patient population present massive challenges to the development of early diagnostic tools and effective treatments for these diseases. Machine learning, a subfield of artificial intelligence, is enabling scientists, clinicians and patients to address some of these challenges. In this Review, we discuss how machine learning can aid early diagnosis and interpretation of medical images as well as the discovery and development of new therapies. A unifying theme of the different applications of machine learning is the integration of multiple high-dimensional sources of data, which all provide a different view on disease, and the automated derivation of actionable insights."
